Feature_name_B	Feature_name_B_prev	Feature_name_B_next
YNL287W	intergenic*YNL288W_YNL287W	intergenic*YNL287W_YNL286W
intergenic*YNL287W_YNL286W	YNL287W	YNL286W
YNL286W	intergenic*YNL287W_YNL286W	intergenic*YNL286W_YNL285W
intergenic*YNL286W_YNL285W	YNL286W	YNL285W
YNL285W	intergenic*YNL286W_YNL285W	tG(UCC)N
tG(UCC)N	YNL285W	ARS1409
ARS1409	tG(UCC)N	YNLWtau1
YNLWtau1	ARS1409	YNLCTy1-1
YNLCdelta1	YNLWtau1	intergenic*YNLCTy1-1_YNLCsigma1
YNLCTy1-1	YNLWtau1	intergenic*YNLCTy1-1_YNLCsigma1
YNL284C-B	YNLWtau1	intergenic*YNLCTy1-1_YNLCsigma1
YNL284C-A	YNLWtau1	intergenic*YNLCTy1-1_YNLCsigma1
YNLCdelta2	YNLWtau1	intergenic*YNLCTy1-1_YNLCsigma1
intergenic*YNLCTy1-1_YNLCsigma1	YNLCTy1-1	YNLCsigma1
YNLCsigma1	intergenic*YNLCTy1-1_YNLCsigma1	intergenic*YNLCsigma1_tN(GUU)N1
intergenic*YNLCsigma1_tN(GUU)N1	YNLCsigma1	tN(GUU)N1
tN(GUU)N1	intergenic*YNLCsigma1_tN(GUU)N1	intergenic*tN(GUU)N1_YNL284C
intergenic*tN(GUU)N1_YNL284C	tN(GUU)N1	YNL284C
YNL284C	intergenic*tN(GUU)N1_YNL284C	intergenic*YNL284C_tT(AGU)N1
intergenic*YNL284C_tT(AGU)N1	YNL284C	tT(AGU)N1
tT(AGU)N1	intergenic*YNL284C_tT(AGU)N1	intergenic*tT(AGU)N1_YNL283C
intergenic*tT(AGU)N1_YNL283C	tT(AGU)N1	YNL283C
YNL283C	intergenic*tT(AGU)N1_YNL283C	intergenic*YNL283C_YNL282W
intergenic*YNL283C_YNL282W	YNL283C	YNL282W
YNL282W	intergenic*YNL283C_YNL282W	intergenic*YNL282W_YNL281W
intergenic*YNL282W_YNL281W	YNL282W	YNL281W
YNL281W	intergenic*YNL282W_YNL281W	intergenic*YNL281W_YNL280C
intergenic*YNL281W_YNL280C	YNL281W	YNL280C
YNL280C	intergenic*YNL281W_YNL280C	intergenic*YNL280C_YNL279W
intergenic*YNL280C_YNL279W	YNL280C	YNL279W
YNL279W	intergenic*YNL280C_YNL279W	intergenic*YNL279W_YNL278W
intergenic*YNL279W_YNL278W	YNL279W	YNL278W
YNL278W	intergenic*YNL279W_YNL278W	intergenic*YNL278W_YNL277W-A
intergenic*YNL278W_YNL277W-A	YNL278W	YNL277W-A
YNL277W-A	intergenic*YNL278W_YNL277W-A	intergenic*YNL277W-A_YNL277W
intergenic*YNL277W-A_YNL277W	YNL277W-A	YNL277W
YNL277W	intergenic*YNL277W-A_YNL277W	YNL276C
YNL276C	YNL277W	intergenic*YNL276C_YNL275W
intergenic*YNL276C_YNL275W	YNL276C	YNL275W
YNL275W	intergenic*YNL276C_YNL275W	intergenic*YNL275W_YNL274C
intergenic*YNL275W_YNL274C	YNL275W	YNL274C
YNL274C	intergenic*YNL275W_YNL274C	intergenic*YNL274C_YNL272C
intergenic*YNL274C_YNL272C	YNL274C	YNL273W
YNL273W	intergenic*YNL274C_YNL272C	ARS1410
ARS1410	YNL273W	YNL272C
YNL272C	ARS1410	intergenic*YNL272C_YNL271C
intergenic*YNL272C_YNL271C	YNL272C	YNL271C
YNL271C	intergenic*YNL272C_YNL271C	intergenic*YNL271C_YNL270C
intergenic*YNL271C_YNL270C	YNL271C	YNL270C
YNL270C	intergenic*YNL271C_YNL270C	intergenic*YNL270C_YNL269W
intergenic*YNL270C_YNL269W	YNL270C	YNL269W
YNL269W	intergenic*YNL270C_YNL269W	intergenic*YNL269W_YNL268W
intergenic*YNL269W_YNL268W	YNL269W	YNL268W
YNL268W	intergenic*YNL269W_YNL268W	intergenic*YNL268W_YNL267W
intergenic*YNL268W_YNL267W	YNL268W	YNL267W
YNL267W	intergenic*YNL268W_YNL267W	intergenic*YNL267W_YNL266W
intergenic*YNL267W_YNL266W	YNL267W	YNL266W
YNL266W	intergenic*YNL267W_YNL266W	YNL265C
YNL265C	YNL266W	intergenic*YNL265C_YNL264C
intergenic*YNL265C_YNL264C	YNL265C	YNL264C
YNL264C	intergenic*YNL265C_YNL264C	intergenic*YNL264C_YNL263C
intergenic*YNL264C_YNL263C	YNL264C	YNL263C
YNL263C	intergenic*YNL264C_YNL263C	intergenic*YNL263C_YNL262W
intergenic*YNL263C_YNL262W	YNL263C	YNL262W
YNL262W	intergenic*YNL263C_YNL262W	intergenic*YNL262W_YNL261W
intergenic*YNL262W_YNL261W	YNL262W	YNL261W
YNL261W	intergenic*YNL262W_YNL261W	intergenic*YNL261W_YNL260C
intergenic*YNL261W_YNL260C	YNL261W	YNL260C
YNL260C	intergenic*YNL261W_YNL260C	intergenic*YNL260C_YNL259C
intergenic*YNL260C_YNL259C	YNL260C	YNL259C
YNL259C	intergenic*YNL260C_YNL259C	intergenic*YNL259C_YNL258C
intergenic*YNL259C_YNL258C	YNL259C	YNL258C
YNL258C	intergenic*YNL259C_YNL258C	intergenic*YNL258C_YNL257C
intergenic*YNL258C_YNL257C	YNL258C	YNL257C
YNL257C	intergenic*YNL258C_YNL257C	intergenic*YNL257C_YNL256W
intergenic*YNL257C_YNL256W	YNL257C	YNL256W
YNL256W	intergenic*YNL257C_YNL256W	intergenic*YNL256W_YNL255C
intergenic*YNL256W_YNL255C	YNL256W	YNL255C
YNL255C	intergenic*YNL256W_YNL255C	intergenic*YNL255C_YNL254C
intergenic*YNL255C_YNL254C	YNL255C	YNL254C
YNL254C	intergenic*YNL255C_YNL254C	intergenic*YNL254C_ARS1411
intergenic*YNL254C_ARS1411	YNL254C	ARS1411
ARS1411	intergenic*YNL254C_ARS1411	intergenic*ARS1411_YNL253W
intergenic*ARS1411_YNL253W	ARS1411	YNL253W
YNL253W	intergenic*ARS1411_YNL253W	intergenic*YNL253W_YNL252C
intergenic*YNL253W_YNL252C	YNL253W	YNL252C
YNL252C	intergenic*YNL253W_YNL252C	intergenic*YNL252C_YNL251C
intergenic*YNL252C_YNL251C	YNL252C	YNL251C
YNL251C	intergenic*YNL252C_YNL251C	intergenic*YNL251C_YNL250W
intergenic*YNL251C_YNL250W	YNL251C	YNL250W
YNL250W	intergenic*YNL251C_YNL250W	intergenic*YNL250W_YNL249C
intergenic*YNL250W_YNL249C	YNL250W	YNL249C
YNL249C	intergenic*YNL250W_YNL249C	intergenic*YNL249C_YNL248C
intergenic*YNL249C_YNL248C	YNL249C	YNL248C
YNL248C	intergenic*YNL249C_YNL248C	intergenic*YNL248C_YNL247W
intergenic*YNL248C_YNL247W	YNL248C	YNL247W
YNL247W	intergenic*YNL248C_YNL247W	intergenic*YNL247W_YNL246W
intergenic*YNL247W_YNL246W	YNL247W	YNL246W
YNL246W	intergenic*YNL247W_YNL246W	YNL245C
YNL245C	YNL246W	intergenic*YNL245C_YNL244C
intergenic*YNL245C_YNL244C	YNL245C	YNL244C
YNL244C	intergenic*YNL245C_YNL244C	intergenic*YNL244C_YNL243W
intergenic*YNL244C_YNL243W	YNL244C	YNL243W
YNL243W	intergenic*YNL244C_YNL243W	intergenic*YNL243W_YNL242W
intergenic*YNL243W_YNL242W	YNL243W	YNL242W
YNL242W	intergenic*YNL243W_YNL242W	intergenic*YNL242W_ARS1412
intergenic*YNL242W_ARS1412	YNL242W	ARS1412
ARS1412	intergenic*YNL242W_ARS1412	intergenic*ARS1412_YNL241C
intergenic*ARS1412_YNL241C	ARS1412	YNL241C
YNL241C	intergenic*ARS1412_YNL241C	intergenic*YNL241C_YNL240C
intergenic*YNL241C_YNL240C	YNL241C	YNL240C
YNL240C	intergenic*YNL241C_YNL240C	intergenic*YNL240C_YNL239W
intergenic*YNL240C_YNL239W	YNL240C	YNL239W
YNL239W	intergenic*YNL240C_YNL239W	intergenic*YNL239W_YNL238W
intergenic*YNL239W_YNL238W	YNL239W	YNL238W
YNL238W	intergenic*YNL239W_YNL238W	intergenic*YNL238W_YNL237W
intergenic*YNL238W_YNL237W	YNL238W	YNL237W
YNL237W	intergenic*YNL238W_YNL237W	intergenic*YNL237W_YNL236W
intergenic*YNL237W_YNL236W	YNL237W	YNL236W
YNL236W	intergenic*YNL237W_YNL236W	YNL235C
YNL235C	YNL236W	intergenic*YNL235C_YNL234W
intergenic*YNL235C_YNL234W	YNL235C	YNL234W
YNL234W	intergenic*YNL235C_YNL234W	intergenic*YNL234W_YNL233W
intergenic*YNL234W_YNL233W	YNL234W	YNL233W
YNL233W	intergenic*YNL234W_YNL233W	intergenic*YNL233W_YNL232W
intergenic*YNL233W_YNL232W	YNL233W	YNL232W
YNL232W	intergenic*YNL233W_YNL232W	intergenic*YNL232W_YNL231C
intergenic*YNL232W_YNL231C	YNL232W	YNL231C
YNL231C	intergenic*YNL232W_YNL231C	intergenic*YNL231C_YNL230C
intergenic*YNL231C_YNL230C	YNL231C	YNL230C
YNL230C	intergenic*YNL231C_YNL230C	intergenic*YNL230C_YNL229C
intergenic*YNL230C_YNL229C	YNL230C	YNL229C
YNL229C	intergenic*YNL230C_YNL229C	intergenic*YNL229C_YNL228W
intergenic*YNL229C_YNL228W	YNL229C	YNL228W
YNL228W	intergenic*YNL229C_YNL228W	YNL227C
YNL227C	YNL228W	YNL226W
YNL226W	YNL227C	intergenic*YNL226W_YNL225C
intergenic*YNL226W_YNL225C	YNL226W	YNL225C
YNL225C	intergenic*YNL226W_YNL225C	intergenic*YNL225C_YNL224C
intergenic*YNL225C_YNL224C	YNL225C	YNL224C
YNL224C	intergenic*YNL225C_YNL224C	intergenic*YNL224C_YNL223W
intergenic*YNL224C_YNL223W	YNL224C	YNL223W
YNL223W	intergenic*YNL224C_YNL223W	intergenic*YNL223W_YNL222W
intergenic*YNL223W_YNL222W	YNL223W	YNL222W
YNL222W	intergenic*YNL223W_YNL222W	intergenic*YNL222W_snR19
intergenic*YNL222W_snR19	YNL222W	snR19
snR19	intergenic*YNL222W_snR19	intergenic*snR19_YNL221C
intergenic*snR19_YNL221C	snR19	YNL221C
YNL221C	intergenic*snR19_YNL221C	intergenic*YNL221C_YNL220W
intergenic*YNL221C_YNL220W	YNL221C	YNL220W
YNL220W	intergenic*YNL221C_YNL220W	intergenic*YNL220W_YNL219C
intergenic*YNL220W_YNL219C	YNL220W	YNL219C
YNL219C	intergenic*YNL220W_YNL219C	intergenic*YNL219C_YNL218W
intergenic*YNL219C_YNL218W	YNL219C	YNL218W
YNL218W	intergenic*YNL219C_YNL218W	intergenic*YNL218W_YNL217W
intergenic*YNL218W_YNL217W	YNL218W	YNL217W
YNL217W	intergenic*YNL218W_YNL217W	intergenic*YNL217W_YNL216W
intergenic*YNL217W_YNL216W	YNL217W	YNL216W
YNL216W	intergenic*YNL217W_YNL216W	intergenic*YNL216W_YNL215W
intergenic*YNL216W_YNL215W	YNL216W	YNL215W
YNL215W	intergenic*YNL216W_YNL215W	intergenic*YNL215W_YNL214W
intergenic*YNL215W_YNL214W	YNL215W	YNL214W
YNL214W	intergenic*YNL215W_YNL214W	intergenic*YNL214W_YNL213C
intergenic*YNL214W_YNL213C	YNL214W	YNL213C
YNL213C	intergenic*YNL214W_YNL213C	intergenic*YNL213C_YNL212W
intergenic*YNL213C_YNL212W	YNL213C	YNL212W
YNL212W	intergenic*YNL213C_YNL212W	intergenic*YNL212W_YNL210W
intergenic*YNL212W_YNL210W	YNL212W	YNL211C
YNL211C	intergenic*YNL212W_YNL210W	ARS1413
ARS1413	YNL211C	YNL210W
YNL210W	ARS1413	intergenic*YNL210W_YNL209W
intergenic*YNL210W_YNL209W	YNL210W	YNL209W
YNL209W	intergenic*YNL210W_YNL209W	intergenic*YNL209W_YNL208W
intergenic*YNL209W_YNL208W	YNL209W	YNL208W
YNL208W	intergenic*YNL209W_YNL208W	intergenic*YNL208W_YNL207W
intergenic*YNL208W_YNL207W	YNL208W	YNL207W
YNL207W	intergenic*YNL208W_YNL207W	intergenic*YNL207W_YNL206C
intergenic*YNL207W_YNL206C	YNL207W	YNL206C
YNL206C	intergenic*YNL207W_YNL206C	YNL205C
YNL205C	YNL206C	YNL204C
YNL204C	YNL205C	intergenic*YNL204C_YNL203C
intergenic*YNL204C_YNL203C	YNL204C	YNL203C
YNL203C	intergenic*YNL204C_YNL203C	YNL202W
YNL202W	YNL203C	intergenic*YNL202W_YNL201C
intergenic*YNL202W_YNL201C	YNL202W	YNL201C
YNL201C	intergenic*YNL202W_YNL201C	intergenic*YNL201C_YNL200C
intergenic*YNL201C_YNL200C	YNL201C	YNL200C
YNL200C	intergenic*YNL201C_YNL200C	intergenic*YNL200C_YNL199C
intergenic*YNL200C_YNL199C	YNL200C	YNL199C
YNL199C	intergenic*YNL200C_YNL199C	YNL198C
YNL198C	YNL199C	intergenic*YNL198C_YNL197C
intergenic*YNL198C_YNL197C	YNL198C	YNL197C
YNL197C	intergenic*YNL198C_YNL197C	intergenic*YNL197C_YNL196C
intergenic*YNL197C_YNL196C	YNL197C	YNL196C
YNL196C	intergenic*YNL197C_YNL196C	intergenic*YNL196C_YNL195C
intergenic*YNL196C_YNL195C	YNL196C	YNL195C
YNL195C	intergenic*YNL196C_YNL195C	intergenic*YNL195C_YNL194C
intergenic*YNL195C_YNL194C	YNL195C	YNL194C
YNL194C	intergenic*YNL195C_YNL194C	intergenic*YNL194C_YNL193W
intergenic*YNL194C_YNL193W	YNL194C	YNL193W
YNL193W	intergenic*YNL194C_YNL193W	intergenic*YNL193W_YNL192W
intergenic*YNL193W_YNL192W	YNL193W	YNL192W
YNL192W	intergenic*YNL193W_YNL192W	intergenic*YNL192W_ARS1414
intergenic*YNL192W_ARS1414	YNL192W	ARS1414
ARS1414	intergenic*YNL192W_ARS1414	intergenic*ARS1414_YNL191W
intergenic*ARS1414_YNL191W	ARS1414	YNL191W
YNL191W	intergenic*ARS1414_YNL191W	intergenic*YNL191W_YNL190W
intergenic*YNL191W_YNL190W	YNL191W	YNL190W
YNL190W	intergenic*YNL191W_YNL190W	intergenic*YNL190W_YNL189W
intergenic*YNL190W_YNL189W	YNL190W	YNL189W
YNL189W	intergenic*YNL190W_YNL189W	intergenic*YNL189W_YNL188W
intergenic*YNL189W_YNL188W	YNL189W	YNL188W
YNL188W	intergenic*YNL189W_YNL188W	intergenic*YNL188W_YNL187W
intergenic*YNL188W_YNL187W	YNL188W	YNL187W
YNL187W	intergenic*YNL188W_YNL187W	intergenic*YNL187W_YNL186W
intergenic*YNL187W_YNL186W	YNL187W	YNL186W
YNL186W	intergenic*YNL187W_YNL186W	intergenic*YNL186W_YNL185C
intergenic*YNL186W_YNL185C	YNL186W	YNL185C
YNL185C	intergenic*YNL186W_YNL185C	YNL184C
YNL184C	YNL185C	intergenic*YNL184C_YNL183C
intergenic*YNL184C_YNL183C	YNL184C	YNL183C
YNL183C	intergenic*YNL184C_YNL183C	intergenic*YNL183C_YNL182C
intergenic*YNL183C_YNL182C	YNL183C	YNL182C
YNL182C	intergenic*YNL183C_YNL182C	intergenic*YNL182C_YNL181W
intergenic*YNL182C_YNL181W	YNL182C	YNL181W
YNL181W	intergenic*YNL182C_YNL181W	intergenic*YNL181W_YNL180C
intergenic*YNL181W_YNL180C	YNL181W	YNL180C
YNL180C	intergenic*YNL181W_YNL180C	intergenic*YNL180C_YNL179C
intergenic*YNL180C_YNL179C	YNL180C	YNL179C
YNL179C	intergenic*YNL180C_YNL179C	intergenic*YNL179C_YNL178W
intergenic*YNL179C_YNL178W	YNL179C	YNL178W
YNL178W	intergenic*YNL179C_YNL178W	intergenic*YNL178W_YNL177C
intergenic*YNL178W_YNL177C	YNL178W	YNL177C
YNL177C	intergenic*YNL178W_YNL177C	intergenic*YNL177C_YNL176C
intergenic*YNL177C_YNL176C	YNL177C	YNL176C
YNL176C	intergenic*YNL177C_YNL176C	intergenic*YNL176C_YNL175C
intergenic*YNL176C_YNL175C	YNL176C	YNL175C
YNL175C	intergenic*YNL176C_YNL175C	YNL174W
YNL174W	YNL175C	intergenic*YNL174W_YNL173C
intergenic*YNL174W_YNL173C	YNL174W	YNL173C
YNL173C	intergenic*YNL174W_YNL173C	intergenic*YNL173C_YNL172W
intergenic*YNL173C_YNL172W	YNL173C	YNL172W
YNL172W	intergenic*YNL173C_YNL172W	YNL171C
YNL171C	YNL172W	YNL170W
YNL170W	YNL171C	YNL169C
YNL169C	YNL170W	intergenic*YNL169C_YNL168C
intergenic*YNL169C_YNL168C	YNL169C	YNL168C
YNL168C	intergenic*YNL169C_YNL168C	intergenic*YNL168C_YNL167C
intergenic*YNL168C_YNL167C	YNL168C	YNL167C
YNL167C	intergenic*YNL168C_YNL167C	intergenic*YNL167C_ARS1415
intergenic*YNL167C_ARS1415	YNL167C	ARS1415
ARS1415	intergenic*YNL167C_ARS1415	intergenic*ARS1415_YNL166C
intergenic*ARS1415_YNL166C	ARS1415	YNL166C
YNL166C	intergenic*ARS1415_YNL166C	intergenic*YNL166C_YNL165W
intergenic*YNL166C_YNL165W	YNL166C	YNL165W
YNL165W	intergenic*YNL166C_YNL165W	intergenic*YNL165W_ARS1416
intergenic*YNL165W_ARS1416	YNL165W	ARS1416
ARS1416	intergenic*YNL165W_ARS1416	YNL164C
YNL164C	ARS1416	intergenic*YNL164C_YNL163C
intergenic*YNL164C_YNL163C	YNL164C	YNL163C
YNL163C	intergenic*YNL164C_YNL163C	intergenic*YNL163C_YNL162W-A
intergenic*YNL163C_YNL162W-A	YNL163C	YNL162W-A
YNL162W-A	intergenic*YNL163C_YNL162W-A	intergenic*YNL162W-A_YNL162W
intergenic*YNL162W-A_YNL162W	YNL162W-A	YNL162W
YNL162W	intergenic*YNL162W-A_YNL162W	intergenic*YNL162W_YNL161W
intergenic*YNL162W_YNL161W	YNL162W	YNL161W
YNL161W	intergenic*YNL162W_YNL161W	intergenic*YNL161W_YNL160W
intergenic*YNL161W_YNL160W	YNL161W	YNL160W
YNL160W	intergenic*YNL161W_YNL160W	intergenic*YNL160W_YNL159C
intergenic*YNL160W_YNL159C	YNL160W	YNL159C
YNL159C	intergenic*YNL160W_YNL159C	intergenic*YNL159C_YNL158W
intergenic*YNL159C_YNL158W	YNL159C	YNL158W
YNL158W	intergenic*YNL159C_YNL158W	intergenic*YNL158W_YNL157W
intergenic*YNL158W_YNL157W	YNL158W	YNL157W
YNL157W	intergenic*YNL158W_YNL157W	intergenic*YNL157W_YNL156C
intergenic*YNL157W_YNL156C	YNL157W	YNL156C
YNL156C	intergenic*YNL157W_YNL156C	intergenic*YNL156C_YNL155W
intergenic*YNL156C_YNL155W	YNL156C	YNL155W
YNL155W	intergenic*YNL156C_YNL155W	intergenic*YNL155W_YNL154C
intergenic*YNL155W_YNL154C	YNL155W	YNL154C
YNL154C	intergenic*YNL155W_YNL154C	intergenic*YNL154C_YNL153C
intergenic*YNL154C_YNL153C	YNL154C	YNL153C
YNL153C	intergenic*YNL154C_YNL153C	intergenic*YNL153C_YNL152W
intergenic*YNL153C_YNL152W	YNL153C	YNL152W
YNL152W	intergenic*YNL153C_YNL152W	intergenic*YNL152W_YNL151C
intergenic*YNL152W_YNL151C	YNL152W	YNL151C
YNL151C	intergenic*YNL152W_YNL151C	intergenic*YNL151C_YNL150W
intergenic*YNL151C_YNL150W	YNL151C	YNL150W
YNL150W	intergenic*YNL151C_YNL150W	YNL149C
YNL149C	YNL150W	intergenic*YNL149C_YNL148C
intergenic*YNL149C_YNL148C	YNL149C	YNL148C
YNL148C	intergenic*YNL149C_YNL148C	intergenic*YNL148C_YNL147W
intergenic*YNL148C_YNL147W	YNL148C	YNL147W
YNL147W	intergenic*YNL148C_YNL147W	intergenic*YNL147W_YNL146C-A
intergenic*YNL147W_YNL146C-A	YNL147W	YNL146C-A
YNL146C-A	intergenic*YNL147W_YNL146C-A	intergenic*YNL146C-A_YNL146W
intergenic*YNL146C-A_YNL146W	YNL146C-A	YNL146W
YNL146W	intergenic*YNL146C-A_YNL146W	intergenic*YNL146W_YNL145W
intergenic*YNL146W_YNL145W	YNL146W	YNL145W
YNL145W	intergenic*YNL146W_YNL145W	intergenic*YNL145W_YNL144C
intergenic*YNL145W_YNL144C	YNL145W	YNL144C
YNL144C	intergenic*YNL145W_YNL144C	YNL144W-A
YNL144W-A	YNL144C	intergenic*YNL144C_YNL143C
intergenic*YNL144C_YNL143C	YNL144W-A	YNL143C
YNL143C	intergenic*YNL144C_YNL143C	intergenic*YNL143C_YNL142W
intergenic*YNL143C_YNL142W	YNL143C	YNL142W
YNL142W	intergenic*YNL143C_YNL142W	intergenic*YNL142W_YNL141W
intergenic*YNL142W_YNL141W	YNL142W	YNL141W
YNL141W	intergenic*YNL142W_YNL141W	intergenic*YNL141W_YNL140C
intergenic*YNL141W_YNL140C	YNL141W	YNL140C
YNL140C	intergenic*YNL141W_YNL140C	YNL139C
YNL139C	YNL140C	intergenic*YNL139C_YNL138W-A
intergenic*YNL139C_YNL138W-A	YNL139C	YNL138W-A
YNL138W-A	intergenic*YNL139C_YNL138W-A	intergenic*YNL138W-A_YNL138W
intergenic*YNL138W-A_YNL138W	YNL138W-A	YNL138W
YNL138W	intergenic*YNL138W-A_YNL138W	intergenic*YNL138W_YNL137C
intergenic*YNL138W_YNL137C	YNL138W	YNL137C
YNL137C	intergenic*YNL138W_YNL137C	intergenic*YNL137C_YNL136W
intergenic*YNL137C_YNL136W	YNL137C	YNL136W
YNL136W	intergenic*YNL137C_YNL136W	intergenic*YNL136W_YNL135C
intergenic*YNL136W_YNL135C	YNL136W	YNL135C
YNL135C	intergenic*YNL136W_YNL135C	intergenic*YNL135C_YNL134C
intergenic*YNL135C_YNL134C	YNL135C	YNL134C
YNL134C	intergenic*YNL135C_YNL134C	intergenic*YNL134C_YNL133C
intergenic*YNL134C_YNL133C	YNL134C	YNL133C
YNL133C	intergenic*YNL134C_YNL133C	intergenic*YNL133C_tF(GAA)N
intergenic*YNL133C_tF(GAA)N	YNL133C	tF(GAA)N
tF(GAA)N	intergenic*YNL133C_tF(GAA)N	intergenic*tF(GAA)N_YNL132W
intergenic*tF(GAA)N_YNL132W	tF(GAA)N	YNL132W
YNL132W	intergenic*tF(GAA)N_YNL132W	intergenic*YNL132W_YNL131W
intergenic*YNL132W_YNL131W	YNL132W	YNL131W
YNL131W	intergenic*YNL132W_YNL131W	intergenic*YNL131W_YNL130C
intergenic*YNL131W_YNL130C	YNL131W	YNL130C
YNL130C	intergenic*YNL131W_YNL130C	intergenic*YNL130C_YNL130C-A
intergenic*YNL130C_YNL130C-A	YNL130C	YNL130C-A
YNL130C-A	intergenic*YNL130C_YNL130C-A	intergenic*YNL130C-A_YNL129W
intergenic*YNL130C-A_YNL129W	YNL130C-A	YNL129W
YNL129W	intergenic*YNL130C-A_YNL129W	intergenic*YNL129W_YNL128W
intergenic*YNL129W_YNL128W	YNL129W	YNL128W
YNL128W	intergenic*YNL129W_YNL128W	intergenic*YNL128W_YNL127W
intergenic*YNL128W_YNL127W	YNL128W	YNL127W
YNL127W	intergenic*YNL128W_YNL127W	intergenic*YNL127W_YNL126W
intergenic*YNL127W_YNL126W	YNL127W	YNL126W
YNL126W	intergenic*YNL127W_YNL126W	intergenic*YNL126W_YNL125C
intergenic*YNL126W_YNL125C	YNL126W	YNL125C
YNL125C	intergenic*YNL126W_YNL125C	intergenic*YNL125C_YNL124W
intergenic*YNL125C_YNL124W	YNL125C	YNL124W
YNL124W	intergenic*YNL125C_YNL124W	intergenic*YNL124W_YNL123W
intergenic*YNL124W_YNL123W	YNL124W	YNL123W
YNL123W	intergenic*YNL124W_YNL123W	intergenic*YNL123W_YNL122C
intergenic*YNL123W_YNL122C	YNL123W	YNL122C
YNL122C	intergenic*YNL123W_YNL122C	intergenic*YNL122C_YNL121C
intergenic*YNL122C_YNL121C	YNL122C	YNL121C
YNL121C	intergenic*YNL122C_YNL121C	intergenic*YNL121C_YNL120C
intergenic*YNL121C_YNL120C	YNL121C	YNL120C
YNL120C	intergenic*YNL121C_YNL120C	YNL119W
YNL119W	YNL120C	intergenic*YNL119W_YNL118C
intergenic*YNL119W_YNL118C	YNL119W	YNL118C
YNL118C	intergenic*YNL119W_YNL118C	intergenic*YNL118C_YNL117W
intergenic*YNL118C_YNL117W	YNL118C	YNL117W
YNL117W	intergenic*YNL118C_YNL117W	intergenic*YNL117W_YNL116W
intergenic*YNL117W_YNL116W	YNL117W	YNL116W
YNL116W	intergenic*YNL117W_YNL116W	intergenic*YNL116W_YNL115C
intergenic*YNL116W_YNL115C	YNL116W	YNL115C
YNL115C	intergenic*YNL116W_YNL115C	intergenic*YNL115C_ARS1417
intergenic*YNL115C_ARS1417	YNL115C	ARS1417
ARS1417	intergenic*YNL115C_ARS1417	intergenic*ARS1417_YNL114C
intergenic*ARS1417_YNL114C	ARS1417	YNL114C
YNL114C	intergenic*ARS1417_YNL114C	YNL113W
YNL113W	YNL114C	intergenic*YNL113W_YNL112W
intergenic*YNL113W_YNL112W	YNL113W	YNL112W
YNL112W	intergenic*YNL113W_YNL112W	intergenic*YNL112W_YNL111C
intergenic*YNL112W_YNL111C	YNL112W	YNL111C
YNL111C	intergenic*YNL112W_YNL111C	intergenic*YNL111C_YNL110C
intergenic*YNL111C_YNL110C	YNL111C	YNL110C
YNL110C	intergenic*YNL111C_YNL110C	intergenic*YNL110C_YNL109W
intergenic*YNL110C_YNL109W	YNL110C	YNL109W
YNL109W	intergenic*YNL110C_YNL109W	YNL108C
YNL108C	YNL109W	intergenic*YNL108C_YNL107W
intergenic*YNL108C_YNL107W	YNL108C	YNL107W
YNL107W	intergenic*YNL108C_YNL107W	intergenic*YNL107W_YNL106C
intergenic*YNL107W_YNL106C	YNL107W	YNL106C
YNL106C	intergenic*YNL107W_YNL106C	YNL105W
YNL105W	YNL106C	intergenic*YNL105W_YNL104C
intergenic*YNL105W_YNL104C	YNL105W	YNL104C
YNL104C	intergenic*YNL105W_YNL104C	YNL103W-A
YNL103W-A	YNL104C	intergenic*YNL103W-A_YNL103W
intergenic*YNL103W-A_YNL103W	YNL103W-A	YNL103W
YNL103W	intergenic*YNL103W-A_YNL103W	intergenic*YNL103W_YNL102W
intergenic*YNL103W_YNL102W	YNL103W	YNL102W
YNL102W	intergenic*YNL103W_YNL102W	intergenic*YNL102W_YNL101W
intergenic*YNL102W_YNL101W	YNL102W	YNL101W
YNL101W	intergenic*YNL102W_YNL101W	intergenic*YNL101W_YNL100W
intergenic*YNL101W_YNL100W	YNL101W	YNL100W
YNL100W	intergenic*YNL101W_YNL100W	intergenic*YNL100W_YNL099C
intergenic*YNL100W_YNL099C	YNL100W	YNL099C
YNL099C	intergenic*YNL100W_YNL099C	intergenic*YNL099C_YNL098C
intergenic*YNL099C_YNL098C	YNL099C	YNL098C
YNL098C	intergenic*YNL099C_YNL098C	intergenic*YNL098C_YNL097C-B
intergenic*YNL098C_YNL097C-B	YNL098C	YNL097C-B
YNL097C-B	intergenic*YNL098C_YNL097C-B	intergenic*YNL097C-B_YNL097C
intergenic*YNL097C-B_YNL097C	YNL097C-B	YNL097C
YNL097C	intergenic*YNL097C-B_YNL097C	YNL097W-A
YNL097W-A	YNL097C	intergenic*YNL097C_tL(CAA)N
intergenic*YNL097C_tL(CAA)N	YNL097W-A	tL(CAA)N
tL(CAA)N	intergenic*YNL097C_tL(CAA)N	intergenic*tL(CAA)N_YNL096C
intergenic*tL(CAA)N_YNL096C	tL(CAA)N	YNL096C
YNL096C	intergenic*tL(CAA)N_YNL096C	intergenic*YNL096C_YNL095C
intergenic*YNL096C_YNL095C	YNL096C	YNL095C
YNL095C	intergenic*YNL096C_YNL095C	intergenic*YNL095C_YNL094W
intergenic*YNL095C_YNL094W	YNL095C	YNL094W
