Feature_name_B_next	Feature_name_B_next_next
intergenic*YML095C_YML094C-A	YML094C-A
YML094C-A	YML094W
YML094W	intergenic*YML094W_YML093W
intergenic*YML094W_YML093W	YML093W
YML093W	intergenic*YML093W_YML092C
intergenic*YML093W_YML092C	YML092C
YML092C	intergenic*YML092C_YML091C
intergenic*YML092C_YML091C	YML091C
YML091C	intergenic*YML091C_YML090W
intergenic*YML091C_YML090W	YML090W
YML090W	YML089C
YML089C	intergenic*YML089C_ZOD1
intergenic*YML089C_ZOD1	ZOD1
ZOD1	intergenic*ZOD1_YML088W
intergenic*ZOD1_YML088W	YML088W
YML088W	ARS1305
ARS1305	YML087C
YML087C	intergenic*YML087C_YML086C
intergenic*YML087C_YML086C	YML086C
YML086C	intergenic*YML086C_YML085C
intergenic*YML086C_YML085C	YML085C
YML085C	intergenic*YML085C_YML084W
intergenic*YML085C_YML084W	YML084W
YML084W	YML083C
YML083C	intergenic*YML083C_YML082W
intergenic*YML083C_YML082W	YML082W
YML082W	intergenic*YML082W_YML081C-A
intergenic*YML082W_YML081C-A	YML081C-A
YML081C-A	intergenic*YML081C-A_YML081W
intergenic*YML081C-A_YML081W	YML081W
YML081W	intergenic*YML081W_YML080W
intergenic*YML081W_YML080W	YML080W
YML080W	intergenic*YML080W_YML079W
intergenic*YML080W_YML079W	YML079W
YML079W	intergenic*YML079W_YML078W
intergenic*YML079W_YML078W	YML078W
YML078W	intergenic*YML078W_YML077W
intergenic*YML078W_YML077W	YML077W
YML077W	intergenic*YML077W_YML076C
intergenic*YML077W_YML076C	YML076C
YML076C	intergenic*YML076C_YML075C
intergenic*YML076C_YML075C	YML075C
YML075C	intergenic*YML075C_YML074C
intergenic*YML075C_YML074C	YML074C
YML074C	intergenic*YML074C_YML073C
intergenic*YML074C_YML073C	YML073C
YML073C	intergenic*YML073C_YML072C
intergenic*YML073C_YML072C	YML072C
YML072C	intergenic*YML072C_YML071C
intergenic*YML072C_YML071C	YML071C
YML071C	intergenic*YML071C_tR(UCU)M2
intergenic*YML071C_tR(UCU)M2	tR(UCU)M2
tR(UCU)M2	intergenic*tR(UCU)M2_YMLCdelta1
intergenic*tR(UCU)M2_YMLCdelta1	YMLCdelta1
YMLCdelta1	intergenic*YMLCdelta1_YML070W
intergenic*YMLCdelta1_YML070W	YML070W
YML070W	intergenic*YML070W_YML069W
intergenic*YML070W_YML069W	YML069W
YML069W	intergenic*YML069W_ARS1307
intergenic*YML069W_ARS1307	ARS1307
ARS1307	intergenic*ARS1307_YML068W
intergenic*ARS1307_YML068W	YML068W
YML068W	intergenic*YML068W_YML067C
intergenic*YML068W_YML067C	YML067C
YML067C	intergenic*YML067C_YML066C
intergenic*YML067C_YML066C	YML066C
YML066C	intergenic*YML066C_YML065W
intergenic*YML066C_YML065W	YML065W
YML065W	intergenic*YML065W_YML064C
intergenic*YML065W_YML064C	YML064C
YML064C	intergenic*YML064C_YML063W
intergenic*YML064C_YML063W	YML063W
YML063W	intergenic*YML063W_YML062C
intergenic*YML063W_YML062C	YML062C
YML062C	intergenic*YML062C_YML061C
intergenic*YML062C_YML061C	YML061C
YML061C	intergenic*YML061C_YML060W
intergenic*YML061C_YML060W	YML060W
YML060W	intergenic*YML060W_YML059C
intergenic*YML060W_YML059C	YML059C
YML059C	intergenic*YML059C_YML058W-A
intergenic*YML059C_YML058W-A	YML058W-A
YML058W-A	ARS1307.5
ARS1307.5	intergenic*ARS1307.5_YML058W
intergenic*ARS1307.5_YML058W	YML058W
YML058W	intergenic*YML058W_YML057C-A
intergenic*YML058W_YML057C-A	YML057C-A
YML057C-A	YML057W
YML057W	intergenic*YML057W_YML056C
intergenic*YML057W_YML056C	YML056C
YML056C	snR54
snR54	intergenic*YML056C_YML055W
intergenic*YML056C_YML055W	YML055W
YML055W	intergenic*YML055W_YML054C
intergenic*YML055W_YML054C	YML054C
YML054C	intergenic*YML054C_YML054C-A
intergenic*YML054C_YML054C-A	YML054C-A
YML054C-A	intergenic*YML054C-A_YMLCdelta2
intergenic*YML054C-A_YMLCdelta2	YMLCdelta2
YMLCdelta2	intergenic*YMLCdelta2_tY(GUA)M1
intergenic*YMLCdelta2_tY(GUA)M1	tY(GUA)M1
tY(GUA)M1	intergenic*tY(GUA)M1_YML053C
intergenic*tY(GUA)M1_YML053C	YML053C
YML053C	intergenic*YML053C_YML052W
intergenic*YML053C_YML052W	YML052W
YML052W	intergenic*YML052W_YML051W
intergenic*YML052W_YML051W	YML051W
YML051W	intergenic*YML051W_YML050W
intergenic*YML051W_YML050W	YML050W
YML050W	intergenic*YML050W_YML049C
intergenic*YML050W_YML049C	YML049C
YML049C	intergenic*YML049C_YML048W
intergenic*YML049C_YML048W	YML048W
YML048W	intergenic*YML048W_YML047W-A
intergenic*YML048W_YML047W-A	YML047W-A
YML047W-A	YML047C
YML047C	intergenic*YML047C_YML046W
intergenic*YML047C_YML046W	YML046W
YML046W	intergenic*YML046W_ARS1308
intergenic*YML046W_ARS1308	ARS1308
ARS1308	intergenic*ARS1308_tG(GCC)M
intergenic*ARS1308_tG(GCC)M	tG(GCC)M
tG(GCC)M	intergenic*tG(GCC)M_YMLWTy1-1
intergenic*tG(GCC)M_YMLWTy1-1	YMLWTy1-1
YMLWdelta3	intergenic*YMLWTy1-1_YML043C
YMLWTy1-1	intergenic*YMLWTy1-1_YML043C
YML045W-A	intergenic*YMLWTy1-1_YML043C
YML045W	intergenic*YMLWTy1-1_YML043C
YMLWdelta4	intergenic*YMLWTy1-1_YML043C
intergenic*YMLWTy1-1_YML043C	YML043C
YML043C	intergenic*YML043C_YML042W
intergenic*YML043C_YML042W	YML042W
YML042W	intergenic*YML042W_YML041C
intergenic*YML042W_YML041C	YML041C
YML041C	intergenic*YML041C_tP(UGG)M
intergenic*YML041C_tP(UGG)M	tP(UGG)M
tP(UGG)M	intergenic*tP(UGG)M_YMLWTy1-2
intergenic*tP(UGG)M_YMLWTy1-2	YMLWTy1-2
YMLWdelta5	intergenic*YMLWTy1-2_YML038C
YMLWTy1-2	intergenic*YMLWTy1-2_YML038C
YML040W	intergenic*YMLWTy1-2_YML038C
YML039W	intergenic*YMLWTy1-2_YML038C
YMLWdelta6	intergenic*YMLWTy1-2_YML038C
intergenic*YMLWTy1-2_YML038C	YML038C
YML038C	intergenic*YML038C_YML037C
intergenic*YML038C_YML037C	YML037C
YML037C	intergenic*YML037C_YML036W
intergenic*YML037C_YML036W	YML036W
YML036W	intergenic*YML036W_YML035C
intergenic*YML036W_YML035C	YML035C
YML035C	intergenic*YML035C_YML034C-A
intergenic*YML035C_YML034C-A	YML034C-A
YML034C-A	YML034W
YML034W	intergenic*YML034W_YML032C
intergenic*YML034W_YML032C	YML032C
YML032C	intergenic*YML032C_YML031C-A
intergenic*YML032C_YML031C-A	YML031C-A
YML031C-A	YML031W
YML031W	intergenic*YML031W_YML030W
intergenic*YML031W_YML030W	YML030W
YML030W	intergenic*YML030W_YML029W
intergenic*YML030W_YML029W	YML029W
YML029W	intergenic*YML029W_YML028W
intergenic*YML029W_YML028W	YML028W
YML028W	intergenic*YML028W_YML027W
intergenic*YML028W_YML027W	YML027W
YML027W	intergenic*YML027W_YML026C
intergenic*YML027W_YML026C	YML026C
YML026C	intergenic*YML026C_YML025C
intergenic*YML026C_YML025C	YML025C
YML025C	intergenic*YML025C_YML024W
intergenic*YML025C_YML024W	YML024W
YML024W	intergenic*YML024W_YML023C
intergenic*YML024W_YML023C	YML023C
YML023C	intergenic*YML023C_YML022W
intergenic*YML023C_YML022W	YML022W
YML022W	intergenic*YML022W_YML021C
intergenic*YML022W_YML021C	YML021C
YML021C	intergenic*YML021C_YML020W
intergenic*YML021C_YML020W	YML020W
YML020W	intergenic*YML020W_YML019W
intergenic*YML020W_YML019W	YML019W
YML019W	intergenic*YML019W_YML018C
intergenic*YML019W_YML018C	YML018C
YML018C	intergenic*YML018C_YML017W
intergenic*YML018C_YML017W	YML017W
YML017W	intergenic*YML017W_YML016C
intergenic*YML017W_YML016C	YML016C
YML016C	intergenic*YML016C_YML015C
intergenic*YML016C_YML015C	YML015C
YML015C	intergenic*YML015C_YML014W
intergenic*YML015C_YML014W	YML014W
YML014W	intergenic*YML014W_YML013W
intergenic*YML014W_YML013W	YML013W
YML013W	YML012C-A
YML012C-A	intergenic*YML012C-A_YML012W
intergenic*YML012C-A_YML012W	YML012W
YML012W	intergenic*YML012W_YML011C
intergenic*YML012W_YML011C	YML011C
YML011C	intergenic*YML011C_YML010W
intergenic*YML011C_YML010W	YML010W
YML010W	YML009W-B
YML009W-B	YML009C-A
YML009C-A	intergenic*YML009C-A_YML009C
intergenic*YML009C-A_YML009C	YML009C
YML009C	intergenic*YML009C_YML008C
intergenic*YML009C_YML008C	YML008C
YML008C	intergenic*YML008C_YML007C-A
intergenic*YML008C_YML007C-A	YML007C-A
YML007C-A	intergenic*YML007C-A_YML007W
intergenic*YML007C-A_YML007W	YML007W
YML007W	intergenic*YML007W_YML006C
intergenic*YML007W_YML006C	YML006C
YML006C	intergenic*YML006C_tS(AGA)M
intergenic*YML006C_tS(AGA)M	tS(AGA)M
tS(AGA)M	intergenic*tS(AGA)M_YML005W
intergenic*tS(AGA)M_YML005W	YML005W
YML005W	intergenic*YML005W_YML004C
intergenic*YML005W_YML004C	YML004C
YML004C	intergenic*YML004C_ARS1309
intergenic*YML004C_ARS1309	ARS1309
ARS1309	intergenic*ARS1309_YML003W
intergenic*ARS1309_YML003W	YML003W
YML003W	intergenic*YML003W_YML002W
intergenic*YML003W_YML002W	YML002W
YML002W	intergenic*YML002W_YML001W
intergenic*YML002W_YML001W	YML001W
YML001W	intergenic*YML001W_CEN13
intergenic*YML001W_CEN13	CEN13
CEN13	intergenic*CEN13_YMR001C
intergenic*CEN13_YMR001C	YMR001C
YMR001C	intergenic*YMR001C_YMR001C-A
intergenic*YMR001C_YMR001C-A	YMR001C-A
YMR001C-A	intergenic*YMR001C-A_YMR002W
intergenic*YMR001C-A_YMR002W	YMR002W
YMR002W	intergenic*YMR002W_YMR003W
intergenic*YMR002W_YMR003W	YMR003W
YMR003W	intergenic*YMR003W_YMR004W
intergenic*YMR003W_YMR004W	YMR004W
YMR004W	intergenic*YMR004W_YMR005W
intergenic*YMR004W_YMR005W	YMR005W
YMR005W	intergenic*YMR005W_YMR006C
intergenic*YMR005W_YMR006C	YMR006C
YMR006C	intergenic*YMR006C_YMR007W
intergenic*YMR006C_YMR007W	YMR007W
YMR007W	intergenic*YMR007W_YMR008C
intergenic*YMR007W_YMR008C	YMR008C
YMR008C	intergenic*YMR008C_YMR009W
intergenic*YMR008C_YMR009W	YMR009W
YMR009W	intergenic*YMR009W_YMR010W
intergenic*YMR009W_YMR010W	YMR010W
YMR010W	intergenic*YMR010W_ARS1310
intergenic*YMR010W_ARS1310	ARS1310
ARS1310	intergenic*ARS1310_YMR011W
intergenic*ARS1310_YMR011W	YMR011W
YMR011W	intergenic*YMR011W_YMRCtau1
intergenic*YMR011W_YMRCtau1	YMRCtau1
YMRCtau1	intergenic*YMRCtau1_tE(UUC)M
intergenic*YMRCtau1_tE(UUC)M	tE(UUC)M
tE(UUC)M	intergenic*tE(UUC)M_YMR012W
intergenic*tE(UUC)M_YMR012W	YMR012W
YMR012W	intergenic*YMR012W_YMR013C
intergenic*YMR012W_YMR013C	YMR013C
YMR013C	YMR013C-A
YMR013C-A	intergenic*YMR013C_snR78
intergenic*YMR013C_snR78	snR78
snR78	intergenic*snR78_snR77
intergenic*snR78_snR77	snR77
snR77	intergenic*snR77_snR76
intergenic*snR77_snR76	snR76
snR76	intergenic*snR76_snR75
intergenic*snR76_snR75	snR75
snR75	intergenic*snR75_snR74
intergenic*snR75_snR74	snR74
snR74	intergenic*snR74_snR73
intergenic*snR74_snR73	snR73
snR73	YMR013W-A
YMR013W-A	intergenic*snR73_snR72
intergenic*snR73_snR72	snR72
snR72	intergenic*snR72_YMR014W
intergenic*snR72_YMR014W	YMR014W
YMR014W	intergenic*YMR014W_YMR015C
intergenic*YMR014W_YMR015C	YMR015C
YMR015C	intergenic*YMR015C_YMR016C
intergenic*YMR015C_YMR016C	YMR016C
YMR016C	intergenic*YMR016C_YMR017W
intergenic*YMR016C_YMR017W	YMR017W
YMR017W	intergenic*YMR017W_YMR018W
intergenic*YMR017W_YMR018W	YMR018W
YMR018W	intergenic*YMR018W_YMR019W
intergenic*YMR018W_YMR019W	YMR019W
YMR019W	intergenic*YMR019W_YMR020W
intergenic*YMR019W_YMR020W	YMR020W
YMR020W	intergenic*YMR020W_YMR021C
intergenic*YMR020W_YMR021C	YMR021C
YMR021C	intergenic*YMR021C_YMR022W
intergenic*YMR021C_YMR022W	YMR022W
YMR022W	intergenic*YMR022W_YMR023C
intergenic*YMR022W_YMR023C	YMR023C
YMR023C	intergenic*YMR023C_tA(AGC)M1
intergenic*YMR023C_tA(AGC)M1	tA(AGC)M1
tA(AGC)M1	intergenic*tA(AGC)M1_YMR024W
intergenic*tA(AGC)M1_YMR024W	YMR024W
YMR024W	intergenic*YMR024W_YMR025W
intergenic*YMR024W_YMR025W	YMR025W
YMR025W	intergenic*YMR025W_YMR026C
intergenic*YMR025W_YMR026C	YMR026C
YMR026C	intergenic*YMR026C_YMR027W
intergenic*YMR026C_YMR027W	YMR027W
YMR027W	intergenic*YMR027W_YMR028W
intergenic*YMR027W_YMR028W	YMR028W
YMR028W	intergenic*YMR028W_YMR029C
intergenic*YMR028W_YMR029C	YMR029C
YMR029C	intergenic*YMR029C_YMR030W
intergenic*YMR029C_YMR030W	YMR030W
YMR030W	intergenic*YMR030W_YMR031C
intergenic*YMR030W_YMR031C	YMR031C
YMR031C	YMR031W-A
YMR031W-A	intergenic*YMR031W-A_YMR032W
intergenic*YMR031W-A_YMR032W	YMR032W
YMR032W	intergenic*YMR032W_YMR030W-A
intergenic*YMR032W_YMR030W-A	YMR030W-A
YMR030W-A	intergenic*YMR030W-A_YMR033W
intergenic*YMR030W-A_YMR033W	YMR033W
YMR033W	intergenic*YMR033W_YMR034C
intergenic*YMR033W_YMR034C	YMR034C
YMR034C	intergenic*YMR034C_YMR035W
intergenic*YMR034C_YMR035W	YMR035W
YMR035W	intergenic*YMR035W_YMR036C
intergenic*YMR035W_YMR036C	YMR036C
YMR036C	intergenic*YMR036C_YMR037C
intergenic*YMR036C_YMR037C	YMR037C
YMR037C	intergenic*YMR037C_YMR038C
intergenic*YMR037C_YMR038C	YMR038C
YMR038C	intergenic*YMR038C_YMR039C
intergenic*YMR038C_YMR039C	YMR039C
YMR039C	intergenic*YMR039C_YMR040W
intergenic*YMR039C_YMR040W	YMR040W
YMR040W	intergenic*YMR040W_YMR041C
intergenic*YMR040W_YMR041C	YMR041C
YMR041C	intergenic*YMR041C_tF(GAA)M
intergenic*YMR041C_tF(GAA)M	tF(GAA)M
tF(GAA)M	intergenic*tF(GAA)M_YMR042W
intergenic*tF(GAA)M_YMR042W	YMR042W
YMR042W	intergenic*YMR042W_YMR043W
intergenic*YMR042W_YMR043W	YMR043W
YMR043W	intergenic*YMR043W_YMR044W
intergenic*YMR043W_YMR044W	YMR044W
YMR044W	intergenic*YMR044W_YMRCTy1-3
intergenic*YMR044W_YMRCTy1-3	YMRCTy1-3
YMRCdelta7	intergenic*YMRCTy1-3_tH(GUG)M
YMRCTy1-3	intergenic*YMRCTy1-3_tH(GUG)M
YMR045C	intergenic*YMRCTy1-3_tH(GUG)M
YMR046C	intergenic*YMRCTy1-3_tH(GUG)M
YMRCdelta8	intergenic*YMRCTy1-3_tH(GUG)M
YMR046W-A	intergenic*YMRCTy1-3_tH(GUG)M
intergenic*YMRCTy1-3_tH(GUG)M	tH(GUG)M
tH(GUG)M	intergenic*tH(GUG)M_YMR047C
intergenic*tH(GUG)M_YMR047C	YMR047C
YMR047C	intergenic*YMR047C_YMR048W
intergenic*YMR047C_YMR048W	YMR048W
YMR048W	intergenic*YMR048W_YMR049C
intergenic*YMR048W_YMR049C	YMR049C
YMR049C	intergenic*YMR049C_ARS1312
intergenic*YMR049C_ARS1312	ARS1312
ARS1312	intergenic*ARS1312_tV(AAC)M1
intergenic*ARS1312_tV(AAC)M1	tV(AAC)M1
tV(AAC)M1	intergenic*tV(AAC)M1_YMRCTy1-4
intergenic*tV(AAC)M1_YMRCTy1-4	YMRCTy1-4
YMRCdelta9	intergenic*YMRCTy1-4_YMRCdelta11
YMRCTy1-4	intergenic*YMRCTy1-4_YMRCdelta11
YMR050C	intergenic*YMRCTy1-4_YMRCdelta11
YMR051C	intergenic*YMRCTy1-4_YMRCdelta11
YMRCdelta10	intergenic*YMRCTy1-4_YMRCdelta11
intergenic*YMRCTy1-4_YMRCdelta11	YMRCdelta11
YMRCdelta11	intergenic*YMRCdelta11_YMRWdelta12
intergenic*YMRCdelta11_YMRWdelta12	YMRWdelta12
YMRWdelta12	intergenic*YMRWdelta12_tW(CCA)M
intergenic*YMRWdelta12_tW(CCA)M	tW(CCA)M
tW(CCA)M	intergenic*tW(CCA)M_YMR052W
intergenic*tW(CCA)M_YMR052W	YMR052W
YMR052W	YMR052C-A
YMR052C-A	YMR053C
YMR053C	intergenic*YMR053C_YMR054W
intergenic*YMR053C_YMR054W	YMR054W
YMR054W	intergenic*YMR054W_YMR055C
intergenic*YMR054W_YMR055C	YMR055C
YMR055C	intergenic*YMR055C_YMR056C
intergenic*YMR055C_YMR056C	YMR056C
YMR056C	intergenic*YMR056C_YMR057C
intergenic*YMR056C_YMR057C	YMR057C
YMR057C	intergenic*YMR057C_YMR058W
intergenic*YMR057C_YMR058W	YMR058W
YMR058W	intergenic*YMR058W_YMR059W
intergenic*YMR058W_YMR059W	YMR059W
YMR059W	intergenic*YMR059W_YMR060C
intergenic*YMR059W_YMR060C	YMR060C
YMR060C	intergenic*YMR060C_YMR061W
intergenic*YMR060C_YMR061W	YMR061W
YMR061W	intergenic*YMR061W_YMR062C
intergenic*YMR061W_YMR062C	YMR062C
YMR062C	intergenic*YMR062C_YMR063W
intergenic*YMR062C_YMR063W	YMR063W
YMR063W	intergenic*YMR063W_YMR064W
intergenic*YMR063W_YMR064W	YMR064W
YMR064W	intergenic*YMR064W_YMR065W
intergenic*YMR064W_YMR065W	YMR065W
YMR065W	intergenic*YMR065W_YMR066W
intergenic*YMR065W_YMR066W	YMR066W
YMR066W	intergenic*YMR066W_YMR067C
intergenic*YMR066W_YMR067C	YMR067C
YMR067C	intergenic*YMR067C_YMR068W
intergenic*YMR067C_YMR068W	YMR068W
YMR068W	intergenic*YMR068W_YMR069W
intergenic*YMR068W_YMR069W	YMR069W
YMR069W	intergenic*YMR069W_YMR070W
intergenic*YMR069W_YMR070W	YMR070W
YMR070W	intergenic*YMR070W_YMR071C
intergenic*YMR070W_YMR071C	YMR071C
YMR071C	intergenic*YMR071C_YMR072W
intergenic*YMR071C_YMR072W	YMR072W
YMR072W	intergenic*YMR072W_YMR073C
intergenic*YMR072W_YMR073C	YMR073C
YMR073C	intergenic*YMR073C_YMR074C
intergenic*YMR073C_YMR074C	YMR074C
YMR074C	intergenic*YMR074C_YMR075W
intergenic*YMR074C_YMR075W	YMR075W
YMR075W	YMR075C-A
YMR075C-A	intergenic*YMR075C-A_YMR076C
intergenic*YMR075C-A_YMR076C	YMR076C
YMR076C	intergenic*YMR076C_tV(AAC)M2
intergenic*YMR076C_tV(AAC)M2	tV(AAC)M2
tV(AAC)M2	intergenic*tV(AAC)M2_YMR077C
intergenic*tV(AAC)M2_YMR077C	YMR077C
YMR077C	intergenic*YMR077C_YMR078C
intergenic*YMR077C_YMR078C	YMR078C
YMR078C	intergenic*YMR078C_YMR079W
intergenic*YMR078C_YMR079W	YMR079W
YMR079W	intergenic*YMR079W_YMR080C
intergenic*YMR079W_YMR080C	YMR080C
YMR080C	intergenic*YMR080C_YMR081C
intergenic*YMR080C_YMR081C	YMR081C
YMR081C	intergenic*YMR081C_YMR082C
intergenic*YMR081C_YMR082C	YMR082C
YMR082C	intergenic*YMR082C_YMR083W
intergenic*YMR082C_YMR083W	YMR083W
YMR083W	intergenic*YMR083W_YMR084W
intergenic*YMR083W_YMR084W	YMR084W
YMR084W	intergenic*YMR084W_YMR085W
intergenic*YMR084W_YMR085W	YMR085W
YMR085W	intergenic*YMR085W_YMR086W
intergenic*YMR085W_YMR086W	YMR086W
YMR086W	YMR086C-A
YMR086C-A	intergenic*YMR086C-A_YMR087W
intergenic*YMR086C-A_YMR087W	YMR087W
YMR087W	intergenic*YMR087W_YMR088C
intergenic*YMR087W_YMR088C	YMR088C
YMR088C	intergenic*YMR088C_YMR089C
intergenic*YMR088C_YMR089C	YMR089C
YMR089C	intergenic*YMR089C_YMR090W
intergenic*YMR089C_YMR090W	YMR090W
YMR090W	intergenic*YMR090W_YMR091C
intergenic*YMR090W_YMR091C	YMR091C
YMR091C	intergenic*YMR091C_YMR092C
intergenic*YMR091C_YMR092C	YMR092C
YMR092C	intergenic*YMR092C_YMR093W
intergenic*YMR092C_YMR093W	YMR093W
YMR093W	intergenic*YMR093W_YMR094W
intergenic*YMR093W_YMR094W	YMR094W
YMR094W	intergenic*YMR094W_YMR095C
intergenic*YMR094W_YMR095C	YMR095C
YMR095C	intergenic*YMR095C_YMR096W
intergenic*YMR095C_YMR096W	YMR096W
YMR096W	intergenic*YMR096W_YMR097C
intergenic*YMR096W_YMR097C	YMR097C
YMR097C	intergenic*YMR097C_YMR098C
intergenic*YMR097C_YMR098C	YMR098C
YMR098C	intergenic*YMR098C_YMRCdelta13
intergenic*YMR098C_YMRCdelta13	YMRCdelta13
YMRCdelta13	intergenic*YMRCdelta13_tD(GUC)M
intergenic*YMRCdelta13_tD(GUC)M	tD(GUC)M
tD(GUC)M	intergenic*tD(GUC)M_YMR099C
intergenic*tD(GUC)M_YMR099C	YMR099C
YMR099C	intergenic*YMR099C_YMR100W
intergenic*YMR099C_YMR100W	YMR100W
YMR100W	intergenic*YMR100W_ARS1316
intergenic*YMR100W_ARS1316	ARS1316
ARS1316	YMR101C
YMR101C	intergenic*YMR101C_YMR102C
intergenic*YMR101C_YMR102C	YMR102C
YMR102C	intergenic*YMR102C_YMR103C
intergenic*YMR102C_YMR103C	YMR103C
YMR103C	intergenic*YMR103C_YMR104C
intergenic*YMR103C_YMR104C	YMR104C
YMR104C	intergenic*YMR104C_YMR105C
intergenic*YMR104C_YMR105C	YMR105C
YMR105C	ARS1317
ARS1317	YMR105W-A
YMR105W-A	YMR106C
YMR106C	intergenic*YMR106C_tK(CUU)M
intergenic*YMR106C_tK(CUU)M	tK(CUU)M
tK(CUU)M	intergenic*tK(CUU)M_YMRCdelta14
intergenic*tK(CUU)M_YMRCdelta14	YMRCdelta14
YMRCdelta14	intergenic*YMRCdelta14_YMRWdelta15
intergenic*YMRCdelta14_YMRWdelta15	YMRWdelta15
YMRWdelta15	intergenic*YMRWdelta15_YMR107W
intergenic*YMRWdelta15_YMR107W	YMR107W
YMR107W	intergenic*YMR107W_YMR108W
intergenic*YMR107W_YMR108W	YMR108W
YMR108W	intergenic*YMR108W_YMR109W
intergenic*YMR108W_YMR109W	YMR109W
YMR109W	intergenic*YMR109W_YMR110C
intergenic*YMR109W_YMR110C	YMR110C
YMR110C	intergenic*YMR110C_YMR111C
intergenic*YMR110C_YMR111C	YMR111C
YMR111C	intergenic*YMR111C_YMR112C
intergenic*YMR111C_YMR112C	YMR112C
YMR112C	intergenic*YMR112C_YMR113W
intergenic*YMR112C_YMR113W	YMR113W
YMR113W	intergenic*YMR113W_YMR114C
intergenic*YMR113W_YMR114C	YMR114C
YMR114C	intergenic*YMR114C_YMR115W
intergenic*YMR114C_YMR115W	YMR115W
YMR115W	intergenic*YMR115W_YMR116C
intergenic*YMR115W_YMR116C	YMR116C
YMR116C	snR24
snR24	intergenic*YMR116C_YMR117C
intergenic*YMR116C_YMR117C	YMR117C
YMR117C	intergenic*YMR117C_YMR118C
intergenic*YMR117C_YMR118C	YMR118C
YMR118C	intergenic*YMR118C_YMRWtau2
intergenic*YMR118C_YMRWtau2	YMRWdelta16
YMRWdelta16	ARS1319
ARS1319	YMRWtau2
YMRWtau2	intergenic*YMRWtau2_YMRWdelta17
intergenic*YMRWtau2_YMRWdelta17	YMRWdelta17
YMRWdelta17	intergenic*YMRWdelta17_tL(CAA)M
intergenic*YMRWdelta17_tL(CAA)M	tL(CAA)M
tL(CAA)M	intergenic*tL(CAA)M_YMR119W
intergenic*tL(CAA)M_YMR119W	YMR119W
YMR119W	YMR119W-A
YMR119W-A	intergenic*YMR119W-A_YMR120C
intergenic*YMR119W-A_YMR120C	YMR120C
YMR120C	intergenic*YMR120C_YMR121C
intergenic*YMR120C_YMR121C	YMR121C
YMR121C	intergenic*YMR121C_YMR122C
intergenic*YMR121C_YMR122C	YMR122C
YMR122C	intergenic*YMR122C_YMR122W-A
intergenic*YMR122C_YMR122W-A	YMR122W-A
YMR122W-A	intergenic*YMR122W-A_YMR123W
intergenic*YMR122W-A_YMR123W	YMR123W
YMR123W	intergenic*YMR123W_YMR124W
intergenic*YMR123W_YMR124W	YMR124W
YMR124W	intergenic*YMR124W_YMR125W
intergenic*YMR124W_YMR125W	YMR125W
YMR125W	intergenic*YMR125W_YMR126C
intergenic*YMR125W_YMR126C	YMR126C
YMR126C	intergenic*YMR126C_YMR127C
intergenic*YMR126C_YMR127C	YMR127C
YMR127C	intergenic*YMR127C_YMR128W
intergenic*YMR127C_YMR128W	YMR128W
YMR128W	intergenic*YMR128W_YMR129W
intergenic*YMR128W_YMR129W	YMR129W
YMR129W	intergenic*YMR129W_YMR130W
intergenic*YMR129W_YMR130W	YMR130W
YMR130W	intergenic*YMR130W_YMR131C
intergenic*YMR130W_YMR131C	YMR131C
YMR131C	intergenic*YMR131C_YMR132C
intergenic*YMR131C_YMR132C	YMR132C
YMR132C	intergenic*YMR132C_ARS1320
intergenic*YMR132C_ARS1320	ARS1320
ARS1320	intergenic*ARS1320_YMR133W
intergenic*ARS1320_YMR133W	YMR133W
YMR133W	intergenic*YMR133W_YMR134W
intergenic*YMR133W_YMR134W	YMR134W
YMR134W	intergenic*YMR134W_YMR135C
intergenic*YMR134W_YMR135C	YMR135C
YMR135C	YMR135W-A
YMR135W-A	intergenic*YMR135W-A_YMR137C
intergenic*YMR135W-A_YMR137C	YMR136W
YMR136W	ARS1321
ARS1321	YMR137C
YMR137C	intergenic*YMR137C_YMR138W
intergenic*YMR137C_YMR138W	YMR138W
YMR138W	intergenic*YMR138W_YMR139W
intergenic*YMR138W_YMR139W	YMR139W
YMR139W	intergenic*YMR139W_YMR140W
intergenic*YMR139W_YMR140W	YMR140W
YMR140W	intergenic*YMR140W_YMR141C
intergenic*YMR140W_YMR141C	YMR141C
YMR141C	intergenic*YMR141C_YMR142C
intergenic*YMR141C_YMR142C	YMR142C
YMR142C	YMR141W-A
YMR141W-A	intergenic*YMR142C_YMR143W
intergenic*YMR142C_YMR143W	YMR143W
YMR143W	intergenic*YMR143W_YMR144W
intergenic*YMR143W_YMR144W	YMR144W
YMR144W	ARS1322
ARS1322	intergenic*YMR144W_YMR145C
intergenic*YMR144W_YMR145C	YMR145C
YMR145C	intergenic*YMR145C_YMR146C
intergenic*YMR145C_YMR146C	YMR146C
YMR146C	intergenic*YMR146C_YMR147W
intergenic*YMR146C_YMR147W	YMR147W
YMR147W	intergenic*YMR147W_YMR148W
intergenic*YMR147W_YMR148W	YMR148W
YMR148W	intergenic*YMR148W_YMR149W
intergenic*YMR148W_YMR149W	YMR149W
YMR149W	intergenic*YMR149W_YMR150C
intergenic*YMR149W_YMR150C	YMR150C
YMR150C	YMR151W
YMR151W	intergenic*YMR151W_YMR152W
intergenic*YMR151W_YMR152W	YMR152W
YMR152W	intergenic*YMR152W_YMR153W
